MES;FECHA;LÍNEAS DE TRABAJO - COMPONENTE;VERIFICACIÓN;ACCIONES;NOMBRE INSTITUCION/EMPRESA/EVENTO;PUBLICO OBJETIVO;TIPO EMPRESA/INSTITUCION/EVENTO;DIRECCION;COD_COMUNA;COMUNA;BARRIO;TOTAL PERSONAS SENSIBILIZADAS;TOTAL MUJER;TOTAL HOMBRE;MUJER NIÑO (6 a 13 años);MUJER JOVEN (14 a 28 años);MUJER ADULTO (29 a 59 años);MUJER PERSONA MAYOR (60  años y más);MUJER PEATÓN;MUJER MOTOCICLISTA;MUJER CONDUCTOR;MUJER ACOMPAÑANTE Y/O PASAJERO;HOMBRE_JOVEN_(14_A_28_ANOS);HOMBRE ADULTO (29 A 59 ANOS);HOMBRE_PERSONA_MAYOR_(60_ANOS_Y_MÁS);HOMBRE_PEATON;HOMBRE_CICLISTA;HOMBRE_MOTOCICLISTA;HOMBRE_CONDUCTOR;HOMBRE_ACOMPANANTE_ Y/O_ PASAJERO;No. DE PROFESIONALES VINCULADOS;No. DE AUXILIARES VINCULADOS;No. DE PROFESIONALES CONTRATISTAS;No. DE AUXILIARES CONTRATISTAS;NO. HORAS LABORADAS EN ACTIVIDAD
Agosto;2019-08-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad y EDU;Lideres Comunitarios;Sitio Buen Parqueo;Cr 85 B 77 C 41;7;Robledo;Bello Horizonte;76;44;32;0;0;22;22;44;44;0;0;0;1;14;17;32;0;0;0;0;0;0;1;2
Agosto;2019-08-30T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Personas_Mayores;Club de Vida Canas al Aire;Peatones;Espacios Sociales;Cl 48 81 44;12;La_America;Calasanz;15;13;2;0;0;0;13;13;13;0;0;0;0;0;2;2;0;0;0;0;0;0;1;2
Agosto;2019-08-30T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller formativo Red Llantas;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 32 1 B SUR 51;14;Poblado;Alejandría;13;6;7;0;2;4;0;4;4;1;1;0;1;6;0;2;0;3;2;0;1;0;1;0
Agosto;2019-08-30T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Reunión Inicial Isein;Personal Administrativo;Empresas Comercial y/o Servicios;Cq 5 68 A 36;11;Laureles_Estadio;San Joaquín;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Agosto;2019-08-30T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Reunión Inicial Rappi;Personal Administrativo;Empresas de Mensajería;Cr 43 G 19 27;14;Poblado;Villa Carlota;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Agosto;2019-08-30T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa America;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;22;14;8;14;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;3
Agosto;2019-08-30T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa Campo Valdes;Niños y Niñas de 6 a 14 Años;Instituciones Educativas Oficiales;Cl 77 53 1;4;Aranjuez;Moravia;61;35;26;35;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;2;0;0;3
Agosto;2019-08-31T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Contacto_Priorizacion;Otros_Incidencia_y_Gestion;Secretaria Movilidad Intervención Feria de Manila;Conductores;Intervención en Vía;Cr 43 B 11 B 1;14;Poblado;Manila;137;59;78;2;12;44;1;24;24;1;21;13;7;68;3;20;0;0;50;8;0;0;1;5
Agosto;2019-08-31T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Caravanas_de_la_Convivencia;Articulación Secretaría de Seguridad y Convivencia;Actores Viales en General;Actividades Comunitarias;Cl 77 DD 86 A 1;7;Robledo;Bello Horizonte;224;118;106;66;30;21;1;117;117;0;1;0;40;11;0;103;0;2;1;0;0;0;1;3
Septiembre;2019-09-02T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Movileta_Docentes;Institucion Educativa Marco Fidel Suarez;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 67 A 42 24;11;Laureles_Estadio;San Joaquín;8;8;0;0;0;8;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;1;0;0
Septiembre;2019-09-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Sor Juana Ines de la Cruz;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales; Cr 67 103 EE 1;5;Castilla;Tejelo;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
Septiembre;2019-09-02T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_de_Transporte_Publico_Colectivo_CON_PESV;Taller formativo Red Llantas;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 32 1 B SUR 51;14;Poblado;Alejandría;16;4;12;0;2;2;0;1;1;1;2;0;4;8;0;2;0;4;6;0;0;0;0;1
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de  Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cl 73 51 D 71;4;Aranjuez;Brasilia;115;26;89;0;17;8;1;3;3;18;3;2;38;49;2;5;0;35;45;4;0;0;2;4
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cl 35 48 8;10;La_Candelaria;Perpetuo Socorro;402;87;315;0;15;72;0;75;75;4;6;2;67;245;3;270;0;7;38;0;0;0;2;10
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Secretaria de Movilidad Zona ZER Parque Lleras;Conductores;Intervención en Vía;Cl 9 38 1;14;Poblado;Lalinde;85;30;55;0;8;20;2;1;1;0;17;12;14;33;7;0;0;0;48;7;0;0;1;8
Septiembre;2019-09-03T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Movileta_Docentes;Institucion Educativa Reino de Belgica;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 94 24 C 39;3;Manrique;La Cruz;25;19;6;0;4;15;0;0;0;3;3;13;1;5;0;0;0;2;2;2;0;1;0;0
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Colegio Nuestra Señora del Rosario de Chiquinquira;Docentes y/o Instructores;Instituciones Educativas No Oficiales;Cr 22 A 46 59;9;Buenos_Aires;Buenos Aires;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Actores Viales en General;Intervención en Vía;Cr 74 104 1;6;Doce_de_Octubre;Pedregal;171;88;83;3;17;51;17;88;88;0;0;0;6;48;26;81;0;1;1;0;0;0;1;6
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial Concesión Devimar;Personal Administrativo;Actividades Comunitarias;Cr 43 B 16 95;14;Poblado;Villa Carlota;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Septiembre;2019-09-03T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial Inversiones Herrera Toscana;Personal Administrativo;Empresas Comercial y/o Servicios;Cl 53 42 25;10;La_Candelaria;Boston;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1
Septiembre;2019-09-03T05:00:00.000Z;Curso_de_Amonestados;"";Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;45;6;39;0;2;4;0;0;0;3;3;0;10;25;4;0;0;22;17;0;2;0;0;0
Septiembre;2019-09-03T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;46;5;41;0;3;2;0;0;0;2;3;0;18;19;4;0;0;18;23;0;2;0;0;0
Septiembre;2019-09-03T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;41;7;34;0;3;4;0;0;0;4;3;0;6;28;0;0;0;18;16;0;2;0;0;0
Septiembre;2019-09-03T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa INEM;Niños y Niñas de 6 a 14 Años;Secretaría de Movilidad;Cl 77 53 1;4;Aranjuez;Moravia;22;15;7;15;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;0;3
Septiembre;2019-09-03T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa  life for life;Niños y Niñas de 6 a 14 Años;Secretaría de Movilidad;Cl 77 53 1;4;Aranjuez;Moravia;23;14;9;14;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;2;0;0;3
Septiembre;2019-09-03T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Instituciones_Educativas;Institución educativa Jesús Rey;Estudiantes;Instituciones Educativas Oficiales;Cr 88 77 A 11;7;Robledo;Bello Horizonte;293;160;133;105;55;0;0;160;160;0;0;0;58;0;0;133;0;0;0;0;0;0;6;1
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Taller Educación Vial Centro Juvenil La Sierra;Peatones;Iglesias;Cl 56 B 5 ESTE 8;8;Villa_Hermosa;La Sierra;15;9;6;9;0;0;0;9;9;0;0;0;0;0;0;6;0;0;0;0;0;0;1;2
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Mesa Estratégica del Centro - Corbolivar;Peatones;Espacios Sociales;Cr 51 45 1;10;La_Candelaria;Guayaquil;15;3;12;0;0;3;0;3;3;0;0;0;2;9;1;12;0;0;0;0;0;0;1;0
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cl 35 48 8;10;La_Candelaria;Perpetuo Socorro;404;98;306;0;20;78;0;94;94;2;0;2;67;230;9;284;0;7;15;0;0;0;2;10
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secreataría de Movilidad - EDU;Peatones;Intervención en Vía;Cl 51 45 1;10;La_Candelaria;Bomboná No. 1;772;436;336;16;195;163;62;436;436;0;0;0;117;158;46;322;9;3;2;0;0;0;1;9
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Octavio Harry;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 17 73 37;16;Belen;San Bernardo;3;3;0;0;0;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institución Educativa Diego Echavarria Misas;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 111 70 68;5;Castilla;Florencia;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Colegio Panamericano Colombo-Sueco;Personal Administrativo ó Gerencial;Instituciones Educativas No Oficiales;Cr 83 78 30;7;Robledo;Bello Horizonte;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad - Socialización zona cargue y descargue;Conductores;Sitio Buen Parqueo;Cr 76 30 A 1;16;Belen;Belén;42;11;31;0;0;11;0;1;1;1;4;5;9;22;0;0;0;11;17;3;0;0;2;4
Septiembre;2019-09-04T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Otros_Instituciones_Educativas;Centro educativo Don Bosco;Estudiantes;Instituciones Educativas No Oficiales;Cr 66 94 42;5;Castilla;Castilla;136;48;88;0;44;4;0;48;48;0;0;0;85;3;0;88;0;0;0;0;0;0;1;4
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial Expreso Valparaiso Caramanta;Personal Administrativo;Empresas de Transporte Público Colectivo;Cr 65 8 B 91;15;Guayabal;Campo Amor;2;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0
Septiembre;2019-09-04T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;48;7;41;0;4;3;0;0;0;4;3;0;15;25;1;0;0;18;22;1;2;0;0;0
Septiembre;2019-09-04T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;27;7;20;0;3;4;0;0;0;4;3;0;4;14;2;0;0;7;13;0;2;0;0;0
Septiembre;2019-09-04T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;40;3;37;0;2;1;0;0;0;2;1;0;8;26;3;0;0;18;19;0;2;0;0;0
Septiembre;2019-09-04T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cl 123 51 A 29;2;Santa_Cruz;Playón de los Comuneros;101;57;44;0;4;50;3;57;57;0;0;0;6;33;5;41;"";1;2;0;0;0;1;3
Septiembre;2019-09-05T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Personas_Mayores;Club de Vida Plenitud del Danubio;Peatones;Espacios Sociales;Cr 92 44 C 15;12;La_America;El Danubio;14;12;2;0;0;0;12;12;12;0;0;0;0;0;2;2;0;0;0;0;0;0;1;2
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Peatones;Intervención en Vía;Cr 30 41 1;9;Buenos_Aires;La Milagrosa;152;83;69;5;11;65;2;83;83;0;0;0;6;61;0;63;0;6;0;0;0;0;1;4
Septiembre;2019-09-05T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Festival_por_el_Compromiso_Vial;Servicio Nacional de Aprendizaje SENA - CENTRO;Actores Viales en General;Instituciones de Educación Superior Pùblicas;Cl 51 57 70;10;La_Candelaria;San Benito;954;494;460;0;392;102;0;494;494;0;0;0;320;140;0;460;0;0;0;0;0;0;2;14
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Vehiculos;Secretaria Movilidad - Punto Seguro Ciclistas;Ciclistas;Intervención en Vía;Cr 65 44 1;11;Laureles_Estadio;Naranjal;282;66;216;0;33;33;0;2;2;0;0;0;82;125;9;5;211;0;0;0;0;0;1;6
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Experiencias_IES;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Fatima Nutibara;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 65 A 32 B 120;16;Belen;Fátima;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Carlos Vieco Ortiz;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 42 105 57;13;San_Javier;San Javier No. 1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Benedikta Zur Nieden;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 42 C 95 54;13;San_Javier;San Javier No. 1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
Septiembre;2019-09-05T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Instituciones_Educativas_Padres_de_Familia;Institución Educativa Comfenalco;Padres de Familia;Instituciones Educativas No Oficiales;Cr 50 53 16;10;La_Candelaria;La Candelaria;14;11;3;0;2;9;0;11;11;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial BRM Call Center;Personal Administrativo;Empresas Comercial y/o Servicios;Cl 8 B 65 191;15;Guayabal;Campo Amor;3;2;1;0;0;2;0;0;0;0;2;0;1;0;0;0;0;1;0;0;1;0;0;0
Septiembre;2019-09-05T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller formativo Plasmar;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 67 79 B 50;5;Castilla;El Progreso;31;13;18;0;5;8;0;6;6;4;3;0;6;12;0;5;0;10;3;0;1;0;0;0
Septiembre;2019-09-05T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa INEM Sede Aranjuez;Niños y Niñas de 6 a 14 Años;Secretaría de Movilidad;Cl 77 53 1;4;Aranjuez;Moravia;24;14;10;14;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;2;0;0;3
Septiembre;2019-09-05T05:00:00.000Z;Experiencias_Ciudadanas_Pista_Educativa_de_Movilidad;Experiencias_Pista;Sensibilizacion_Instituciones_Educativas;Institucion Educativa  Casa Mamá Margarita;Niños y Niñas de 6 a 14 Años;Secretaría de Movilidad;Cl 77 53 1;4;Aranjuez;Moravia;45;45;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3
Septiembre;2019-09-05T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Actores Viales en General;Intervención en Vía;Cl 99 48 A 3;2;Santa_Cruz;La Rosa;196;105;91;5;18;79;3;101;101;2;0;2;5;71;7;74;0;9;6;2;0;0;1;3
Septiembre;2019-09-05T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Eventos_y_Acuerdos;Feria de transporte verde;Actores Viales en General;Evento de Ciudad;Cr 42 A 1 15;14;Poblado;La florida;173;67;106;0;23;39;5;23;23;7;28;6;38;54;10;28;5;34;36;3;0;0;6;1
Septiembre;2019-09-06T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Intervenciones_en_10_Sitios_de_Mayor_Incidentalidad;Secretaría de Movilidad;Peatones;Sitio Mayor Incidentalidad;Cr 80 50 1;11;Laureles_Estadio;Cuarta Brigada;413;232;181;9;58;118;47;232;232;0;0;0;49;94;33;181;0;0;0;0;0;0;2;4
Septiembre;2019-09-06T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Zona Zer Sector Bolivariana;Conductores;Secretaría de Movilidad;Cl 41 70 71;11;Laureles_Estadio;Bolivariana;100;30;70;0;5;20;5;0;0;0;30;0;10;50;10;0;0;0;70;0;0;0;2;5
Septiembre;2019-09-06T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Festival_por_el_Compromiso_Vial;Servicio Nacional de Aprendizaje SENA - CENTRO;Actores Viales en General;Instituciones de Educación Superior Pùblicas;Cl 51 57 70;10;La_Candelaria;San Benito;743;441;302;0;362;78;1;441;441;0;0;0;230;70;2;302;0;0;0;0;0;0;3;17
Septiembre;2019-09-06T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Movileta_Docentes;Institución Educativa Fe  Y Alegria San José;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 86 92 60;7;Robledo;Aures No. 2;24;14;10;0;2;12;0;0;0;2;4;8;0;10;0;0;0;2;2;6;0;1;0;0
Septiembre;2019-09-06T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Capacitación Mesa Motociclistas;Motociclistas;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;27;15;12;0;9;6;0;0;0;15;0;0;6;6;0;0;0;12;0;0;0;0;2;0
Septiembre;2019-09-06T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_SIN_PESV;Taller formativo Mundipartes;Actores Viales en General;Empresas Comercial y/o Servicios;Cl 16 45 148;14;Poblado;Villa Carlota;26;9;17;0;3;6;0;2;2;4;3;0;8;8;1;3;0;9;5;0;1;0;1;0
Septiembre;2019-09-06T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial AIM Ingenierías Civiles;Personal Administrativo;Empresas Comercial y/o Servicios;Cr 43 B 16 95;14;Poblado;Villa Carlota;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Septiembre;2019-09-06T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Eventos_y_Acuerdos;Feria de transporte verde;Actores Viales en General;Evento de Ciudad;Cr 42 A 1 15;14;Poblado;La florida;206;105;101;24;40;39;2;66;66;11;5;23;38;43;6;48;8;21;8;16;0;0;6;1
Septiembre;2019-09-07T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Caravanas_de_la_Convivencia;Articulación Secretaría de Seguridad y Convivencia;Actores Viales en General;Actividades Comunitarias;Cl 56 B 16 1;8;Villa_Hermosa;Villatina;273;125;148;95;20;10;0;125;125;0;0;0;0;0;0;148;0;0;0;0;0;0;1;7
Septiembre;2019-09-07T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Secretaría de Movilidad, TPM en mi barrio;Actores Viales en General;Espacios Sociales;Cl 65 C 94 04;7;Robledo;Cucaracho;59;18;41;12;1;5;0;16;16;0;0;0;0;6;0;39;2;0;0;0;0;0;1;4
Septiembre;2019-09-08T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Eventos_y_Acuerdos;Fiesta del libro;Actores Viales en General;Evento de Ciudad;Cl 73 51 D 14;4;Aranjuez;Miranda;300;165;135;53;56;54;2;124;124;8;10;18;43;38;4;97;3;11;10;14;0;0;6;1
Septiembre;2019-09-09T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller Formativo Aeroturex;Conductores;Empresas Comercial y/o Servicios;Cl 18 52 05;15;Guayabal;Santa Fé;15;1;14;0;0;1;0;0;0;0;1;0;4;10;0;0;0;0;14;0;2;0;1;0
Septiembre;2019-09-09T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial Refriartic;Personal Administrativo;Empresas Comercial y/o Servicios;Cl 20 65 54;15;Guayabal;Santa Fé;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Septiembre;2019-09-09T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial Occidente de Seguridad;Personal Administrativo;Empresas Comercial y/o Servicios;Cr 78 A 46 40;11;Laureles_Estadio;El Velódromo;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;2;0;1;0
